locus_tag	ftype	length_bp	gene	EC_number	COG	product
IFLAKNEJ_01529	CDS	864	yjjW	1.97.1.-	COG1180	Putative glycyl-radical enzyme activating enzyme YjjW
IFLAKNEJ_01530	CDS	783	yjjV	3.1.-.-	COG0084	putative metal-dependent hydrolase YjjV
IFLAKNEJ_01531	CDS	1074				hypothetical protein
IFLAKNEJ_01532	CDS	162				hypothetical protein
IFLAKNEJ_01533	CDS	606	osmY_1		COG2823	Osmotically-inducible protein Y
IFLAKNEJ_01534	CDS	1590	prfC		COG4108	Peptide chain release factor RF3
IFLAKNEJ_01535	CDS	678	yjjG	3.1.3.5	COG1011	Pyrimidine 5'-nucleotidase YjjG
IFLAKNEJ_01536	CDS	447	rimI	2.3.1.266	COG0456	[Ribosomal protein S18]-alanine N-acetyltransferase
IFLAKNEJ_01537	CDS	414	holD	2.7.7.7	COG3050	DNA polymerase III subunit psi
IFLAKNEJ_01538	CDS	1032	rsmC	2.1.1.172	COG2813	Ribosomal RNA small subunit methyltransferase C
IFLAKNEJ_01539	tRNA	87				tRNA-Leu(cag)
IFLAKNEJ_01540	tRNA	87				tRNA-Leu(cag)
IFLAKNEJ_01541	tRNA	87				tRNA-Leu(cag)
IFLAKNEJ_01542	CDS	237				hypothetical protein
IFLAKNEJ_01543	CDS	789	fhuF		COG4114	Ferric iron reductase protein FhuF
IFLAKNEJ_01544	CDS	678	bglJ		COG2197	Transcriptional activator protein BglJ
IFLAKNEJ_01545	CDS	726	yjjQ			Putative transcription factor YjjQ
IFLAKNEJ_01546	CDS	834	yjjP		COG2966	Inner membrane protein YjjP
IFLAKNEJ_01547	CDS	474				hypothetical protein
IFLAKNEJ_01548	CDS	540	dnaT			Primosomal protein 1
IFLAKNEJ_01549	CDS	738	dnaC_1		COG1484	DNA replication protein DnaC
IFLAKNEJ_01550	CDS	495				hypothetical protein
IFLAKNEJ_01551	CDS	2292	mdoB	2.7.8.20		Phosphoglycerol transferase I
IFLAKNEJ_01552	CDS	1023	lgoD	1.1.1.414	COG1063	L-galactonate-5-dehydrogenase
IFLAKNEJ_01553	CDS	915	lgoR		COG1802	putative HTH-type transcriptional regulator LgoR
IFLAKNEJ_01554	CDS	1362	lgoT_2			putative L-galactonate transporter
IFLAKNEJ_01555	CDS	1665	tsr		COG0840	Methyl-accepting chemotaxis protein I
IFLAKNEJ_01556	CDS	2151	btsT		COG1966	Pyruvate/proton symporter BtsT
IFLAKNEJ_01557	CDS	204				hypothetical protein
IFLAKNEJ_01558	CDS	957	yjiA	3.6.-.-	COG0523	P-loop guanosine triphosphatase YjiA
IFLAKNEJ_01559	CDS	1653				hypothetical protein
IFLAKNEJ_01560	CDS	2433				hypothetical protein
IFLAKNEJ_01561	CDS	1470		2.1.1.72	COG0286	putative type I restriction enzymeP M protein
IFLAKNEJ_01562	CDS	1737	hsdS		COG0732	Type-1 restriction enzyme EcoKI specificity protein
IFLAKNEJ_01563	CDS	342	symE	3.1.-.-		Toxic protein SymE
IFLAKNEJ_01564	CDS	1371				hypothetical protein
IFLAKNEJ_01565	CDS	717				hypothetical protein
IFLAKNEJ_01566	CDS	165				hypothetical protein
IFLAKNEJ_01567	CDS	1413	norG		COG1167	HTH-type transcriptional regulator NorG
IFLAKNEJ_01568	CDS	957				ISNCY family transposase ISRor2
IFLAKNEJ_01569	CDS	1233	mdtM			Multidrug resistance protein MdtM
IFLAKNEJ_01570	CDS	1248				hypothetical protein
IFLAKNEJ_01571	CDS	1152	fldC	4.2.1.-		(R)-phenyllactyl-CoA dehydratase beta subunit
IFLAKNEJ_01572	CDS	768	fldI	3.6.1.-		(R)-phenyllactate dehydratase activator
IFLAKNEJ_01573	CDS	258				hypothetical protein
IFLAKNEJ_01574	CDS	972	yjiK		COG3204	putative protein YjiK
IFLAKNEJ_01575	CDS	1179				hypothetical protein
IFLAKNEJ_01576	CDS	555	kptA	2.7.1.-	COG1859	putative RNA 2'-phosphotransferase
IFLAKNEJ_01577	CDS	684				hypothetical protein
IFLAKNEJ_01578	CDS	462	yjiG		COG0700	Inner membrane protein YjiG
IFLAKNEJ_01579	CDS	1173	iadA	3.4.19.-		Isoaspartyl dipeptidase
IFLAKNEJ_01580	CDS	912	yjiE_2			HTH-type transcriptional regulator YjiE
IFLAKNEJ_01581	CDS	393	iraD			Anti-adapter protein IraD
IFLAKNEJ_01582	CDS	831				hypothetical protein
IFLAKNEJ_01583	CDS	726	pdhR_2		COG2186	Pyruvate dehydrogenase complex repressor
IFLAKNEJ_01584	CDS	195				hypothetical protein
IFLAKNEJ_01585	CDS	1461	por_1	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
IFLAKNEJ_01586	CDS	1185	uxuA	4.2.1.8	COG1312	Mannonate dehydratase
IFLAKNEJ_01587	CDS	1344	gntP		COG2610	High-affinity gluconate transporter
IFLAKNEJ_01588	CDS	276			COG1662	IS1 family transposase IS1A
IFLAKNEJ_01589	CDS	378			COG1662	IS1 family transposase IS1R
IFLAKNEJ_01590	CDS	1185	intS_2		COG0582	Prophage integrase IntS
IFLAKNEJ_01591	tRNA	95				tRNA-SeC(tca)
IFLAKNEJ_01592	CDS	1383	yicJ_1		COG2211	Inner membrane symporter YicJ
IFLAKNEJ_01593	CDS	2319	yicI_1	3.2.1.177	COG1501	Alpha-xylosidase
IFLAKNEJ_01594	CDS	1710				hypothetical protein
IFLAKNEJ_01595	CDS	1392	xanP_1		COG2233	Xanthine permease XanP
IFLAKNEJ_01596	CDS	1206	gltS_1		COG0786	Sodium/glutamate symporter
IFLAKNEJ_01597	CDS	2082	recG_1	3.6.4.12	COG1200	ATP-dependent DNA helicase RecG
IFLAKNEJ_01598	CDS	690	trmH_2	2.1.1.34	COG0566	tRNA (guanosine(18)-2'-O)-methyltransferase
IFLAKNEJ_01599	CDS	2109	spoT_1		COG0317	Bifunctional (p)ppGpp synthase/hydrolase SpoT
IFLAKNEJ_01600	CDS	276	rpoZ_1	2.7.7.6	COG1758	DNA-directed RNA polymerase subunit omega
IFLAKNEJ_01601	CDS	624	gmk_1	2.7.4.8	COG0194	Guanylate kinase
IFLAKNEJ_01602	CDS	1683	ligB_1	6.5.1.2	COG0272	DNA ligase B
IFLAKNEJ_01603	CDS	618				hypothetical protein
IFLAKNEJ_01604	CDS	825				hypothetical protein
IFLAKNEJ_01605	CDS	864				hypothetical protein
IFLAKNEJ_01606	CDS	717	rph_1	2.7.7.56		Ribonuclease PH
IFLAKNEJ_01607	CDS	642	pyrE_1	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
IFLAKNEJ_01608	CDS	597	slmA_1			Nucleoid occlusion factor SlmA
IFLAKNEJ_01609	CDS	459	dut_1	3.6.1.23	COG0756	Deoxyuridine 5'-triphosphate nucleotidohydrolase
IFLAKNEJ_01610	CDS	1221	coaBC_1		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
IFLAKNEJ_01611	CDS	669				hypothetical protein
IFLAKNEJ_01612	CDS	237	rpmB_1		COG0227	50S ribosomal protein L28
IFLAKNEJ_01613	CDS	168	rpmG_1		COG0267	50S ribosomal protein L33
IFLAKNEJ_01614	CDS	810	mutM_1	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase
IFLAKNEJ_01615	CDS	480	coaD_1	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
IFLAKNEJ_01616	CDS	1278	waaA_1	2.4.99.12	COG1519	3-deoxy-D-manno-octulosonic acid transferase
IFLAKNEJ_01617	CDS	1059	rfaQ_1	2.-.-.-	COG0859	Lipopolysaccharide core heptosyltransferase RfaQ
IFLAKNEJ_01618	CDS	1125	rfaG_1	2.4.-.-		Lipopolysaccharide core biosynthesis protein RfaG
IFLAKNEJ_01619	CDS	798	rfaP_1	2.7.1.-		Lipopolysaccharide core heptose(I) kinase RfaP
IFLAKNEJ_01620	CDS	1008	gspA_1		COG1442	General stress protein A
IFLAKNEJ_01621	CDS	708	rfaY_1	2.7.1.-		Lipopolysaccharide core heptose(II) kinase RfaY
IFLAKNEJ_01622	CDS	1014	gspA_2		COG1442	General stress protein A
IFLAKNEJ_01623	CDS	1143	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
IFLAKNEJ_01624	CDS	1209				hypothetical protein
IFLAKNEJ_01625	CDS	993	rfaC_1	2.-.-.-	COG0859	Lipopolysaccharide heptosyltransferase 1
IFLAKNEJ_01626	CDS	1047	rfaF_1	2.-.-.-	COG0859	ADP-heptose--LPS heptosyltransferase 2
IFLAKNEJ_01627	CDS	933	hldD_1	5.1.3.20	COG0451	ADP-L-glycero-D-manno-heptose-6-epimerase
IFLAKNEJ_01628	CDS	873	htrL_1			Protein HtrL
IFLAKNEJ_01629	CDS	1197	kbl_1	2.3.1.29	COG0156	2-amino-3-ketobutyrate coenzyme A ligase
IFLAKNEJ_01630	CDS	1026	tdh_1	1.1.1.103	COG1063	L-threonine 3-dehydrogenase
IFLAKNEJ_01631	CDS	1035	arnC_1	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
IFLAKNEJ_01632	CDS	960			COG2861	putative protein
IFLAKNEJ_01633	CDS	1260	envC_1		COG4942	Murein hydrolase activator EnvC
IFLAKNEJ_01634	CDS	1545	gpmI_1	5.4.2.12	COG0696	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
IFLAKNEJ_01635	CDS	432	yibN_1		COG0607	putative protein YibN
IFLAKNEJ_01636	CDS	252	grxC_1		COG0695	Glutaredoxin 3
IFLAKNEJ_01637	CDS	468	secB_1		COG1952	Protein-export protein SecB
IFLAKNEJ_01638	CDS	1020	gpsA_1	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
IFLAKNEJ_01639	CDS	822	cysE_1	2.3.1.30	COG1045	Serine acetyltransferase
IFLAKNEJ_01640	CDS	474	trmL_1	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
IFLAKNEJ_01641	CDS	1191	lldD_1	1.1.-.-	COG1304	L-lactate dehydrogenase
IFLAKNEJ_01642	CDS	777	lldR_1		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
IFLAKNEJ_01643	CDS	1656	lldP_1		COG1620	L-lactate permease
IFLAKNEJ_01644	CDS	4851	ehaG_1		COG5295	Autotransporter adhesin EhaG
IFLAKNEJ_01645	CDS	684	sadB_1			Inner membrane lipoprotein SadB
IFLAKNEJ_01646	CDS	363	yibL_1			putative protein YibL
IFLAKNEJ_01647	CDS	210				hypothetical protein
IFLAKNEJ_01648	CDS	588	mtlR_1		COG3722	Mannitol operon repressor
IFLAKNEJ_01649	CDS	1149	mtlD_1	1.1.1.17	COG0246	Mannitol-1-phosphate 5-dehydrogenase
IFLAKNEJ_01650	CDS	1914	mtlA_1		COG2213	PTS system mannitol-specific EIICBA component
IFLAKNEJ_01651	CDS	363	yiaW_1			Inner membrane protein YiaW
IFLAKNEJ_01652	CDS	1137	yibH_1		COG1566	Inner membrane protein YibH
IFLAKNEJ_01653	CDS	462				hypothetical protein
IFLAKNEJ_01654	CDS	939				hypothetical protein
IFLAKNEJ_01655	CDS	843	yibA_1			Protein YibA
IFLAKNEJ_01656	CDS	384				hypothetical protein
IFLAKNEJ_01657	CDS	1041	rhsC_2		COG3209	Protein RhsC
IFLAKNEJ_01658	CDS	2901	rhsC_3		COG3209	Protein RhsC
IFLAKNEJ_01659	CDS	609	yibF		COG0625	putative GST-like protein YibF
IFLAKNEJ_01660	CDS	1392	selA	2.9.1.1	COG1921	L-seryl-tRNA(Sec) selenium transferase
IFLAKNEJ_01661	CDS	1845	selB		COG3276	Selenocysteine-specific elongation factor
IFLAKNEJ_01662	CDS	1152	adhB	1.1.1.1		Alcohol dehydrogenase 2
IFLAKNEJ_01663	CDS	1539	aldB	1.2.1.-	COG1012	Aldehyde dehydrogenase B
IFLAKNEJ_01664	CDS	324	yiaW_2			Inner membrane protein YiaW
IFLAKNEJ_01665	CDS	1137	yiaV		COG1566	Inner membrane protein YiaV
IFLAKNEJ_01666	CDS	975				hypothetical protein
IFLAKNEJ_01667	CDS	741	mipA_1		COG3713	MltA-interacting protein
IFLAKNEJ_01668	CDS	696	sgbE	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase SgbE
IFLAKNEJ_01669	CDS	861	ulaE_2	5.1.3.22	COG3623	L-ribulose-5-phosphate 3-epimerase UlaE
IFLAKNEJ_01670	CDS	663	sgbH	4.1.1.85	COG0269	3-keto-L-gulonate-6-phosphate decarboxylase SgbH
IFLAKNEJ_01671	CDS	1497	lyx	2.7.1.-	COG1070	L-xylulose/3-keto-L-gulonate kinase
IFLAKNEJ_01672	CDS	987	yiaO		COG1638	2,3-diketo-L-gulonate-binding periplasmic protein YiaO
IFLAKNEJ_01673	CDS	1278	siaM		COG1593	Sialic acid TRAP transporter large permease protein SiaM
IFLAKNEJ_01674	CDS	474	yiaM		COG3090	2,3-diketo-L-gulonate TRAP transporter small permease protein YiaM
IFLAKNEJ_01675	CDS	468	yhcH_1		COG2731	putative protein YhcH
IFLAKNEJ_01676	CDS	999	dlgD	1.1.1.130	COG2055	2,3-diketo-L-gulonate reductase
IFLAKNEJ_01677	CDS	849	yiaJ		COG1414	DNA-binding transcriptional repressor YiaJ
IFLAKNEJ_01678	CDS	639	rsxB_1	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
IFLAKNEJ_01679	CDS	1254	avtA	2.6.1.66	COG3977	Valine--pyruvate aminotransferase
IFLAKNEJ_01680	CDS	1095	malS_1	3.2.1.1	COG0366	Periplasmic alpha-amylase
IFLAKNEJ_01681	CDS	936	malS_2	3.2.1.1	COG0366	Periplasmic alpha-amylase
IFLAKNEJ_01682	CDS	825				hypothetical protein
IFLAKNEJ_01683	CDS	1179	xylR			Xylose operon regulatory protein
IFLAKNEJ_01684	CDS	1182	xylH		COG4214	Xylose transport system permease protein XylH
IFLAKNEJ_01685	CDS	1542	xylG	7.5.2.10	COG1129	Xylose import ATP-binding protein XylG
IFLAKNEJ_01686	CDS	993	xylF		COG4213	D-xylose-binding periplasmic protein
IFLAKNEJ_01687	CDS	1323	xylA	5.3.1.5		Xylose isomerase
IFLAKNEJ_01688	CDS	1455	xylB	2.7.1.17	COG1070	Xylulose kinase
IFLAKNEJ_01689	CDS	342	yiaB		COG4682	Inner membrane protein YiaB
IFLAKNEJ_01690	CDS	438	yiaA		COG4682	Inner membrane protein YiaA
IFLAKNEJ_01691	CDS	996	wecH	2.3.1.-	COG3274	O-acetyltransferase WecH
IFLAKNEJ_01692	CDS	300				hypothetical protein
IFLAKNEJ_01693	CDS	912	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
IFLAKNEJ_01694	CDS	2070	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
IFLAKNEJ_01695	CDS	213				hypothetical protein
IFLAKNEJ_01696	CDS	213	cspA		COG1278	Cold shock protein CspA
IFLAKNEJ_01697	CDS	291				hypothetical protein
IFLAKNEJ_01698	CDS	711				hypothetical protein
IFLAKNEJ_01699	CDS	975	ghrB	1.1.1.79	COG1052	Glyoxylate/hydroxypyruvate reductase B
IFLAKNEJ_01700	CDS	660	yiaD		COG2885	putative lipoprotein YiaD
IFLAKNEJ_01701	CDS	2334	bisC	1.-.-.-	COG0243	Biotin sulfoxide reductase
IFLAKNEJ_01702	CDS	441	yiaC	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase YiaC
IFLAKNEJ_01703	CDS	564	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
IFLAKNEJ_01704	CDS	699				hypothetical protein
IFLAKNEJ_01705	CDS	1203	yhjX			putative MFS-type transporter YhjX
IFLAKNEJ_01706	CDS	525	lpfA			putative major fimbrial subunit LpfA
IFLAKNEJ_01707	CDS	687	lpfB			putative fimbrial chaperone LpfB
IFLAKNEJ_01708	CDS	2532				hypothetical protein
IFLAKNEJ_01709	CDS	1056	lpfD			putative minor fimbrial subunit LpfD
IFLAKNEJ_01710	CDS	525	lpfE			putative fimbrial subunit LpfE
IFLAKNEJ_01711	CDS	1692	eptB	2.7.8.42	COG2194	Kdo(2)-lipid A phosphoethanolamine 7''-transferase
IFLAKNEJ_01712	tRNA	77				tRNA-Pro(cgg)
IFLAKNEJ_01713	CDS	1608	dppA		COG0747	Periplasmic dipeptide transport protein
IFLAKNEJ_01714	CDS	1020	dppB		COG0601	Dipeptide transport system permease protein DppB
IFLAKNEJ_01715	CDS	903	dppC		COG1173	Dipeptide transport system permease protein DppC
IFLAKNEJ_01716	CDS	984	dppD		COG0444	Dipeptide transport ATP-binding protein DppD
IFLAKNEJ_01717	CDS	1005	oppF		COG4608	Oligopeptide transport ATP-binding protein OppF
IFLAKNEJ_01718	CDS	1272	yhjV		COG0814	Inner membrane transport protein YhjV
IFLAKNEJ_01719	CDS	108	ldrD_1			Small toxic polypeptide LdrD
IFLAKNEJ_01720	CDS	108	ldrD_2			Small toxic polypeptide LdrD
IFLAKNEJ_01721	CDS	1680	bcsG			Cellulose biosynthesis protein BcsG
IFLAKNEJ_01722	CDS	192				hypothetical protein
IFLAKNEJ_01723	CDS	1377	bcsE			Cyclic di-GMP binding protein BcsE
IFLAKNEJ_01724	CDS	189	yhjR			Protein YhjR
IFLAKNEJ_01725	CDS	753	bcsQ			Cellulose biosynthesis protein BcsQ
IFLAKNEJ_01726	CDS	2619	bcsA	2.4.1.12	COG1215	Cellulose synthase catalytic subunit [UDP-forming]
IFLAKNEJ_01727	CDS	2304	bcsB			Cyclic di-GMP-binding protein
IFLAKNEJ_01728	CDS	1107	bcsZ	3.2.1.4	COG3405	Endoglucanase
IFLAKNEJ_01729	CDS	3474	bcsC		COG0457	Cellulose synthase operon protein C
IFLAKNEJ_01730	CDS	1950	pdeK	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeK
IFLAKNEJ_01731	CDS	1287	dctA		COG1301	Aerobic C4-dicarboxylate transport protein
IFLAKNEJ_01732	CDS	1497	yhjJ		COG0612	Protein YhjJ
IFLAKNEJ_01733	CDS	930	kdgK_1	2.7.1.45		2-dehydro-3-deoxygluconokinase
IFLAKNEJ_01734	CDS	768	pdeH	3.1.4.52		Cyclic di-GMP phosphodiesterase PdeH
IFLAKNEJ_01735	CDS	2061				hypothetical protein
IFLAKNEJ_01736	CDS	1323	yhjE			Inner membrane metabolite transport protein YhjE
IFLAKNEJ_01737	CDS	1014	yhjD		COG1295	Inner membrane protein YhjD
IFLAKNEJ_01738	CDS	972	dmlR_2			HTH-type transcriptional regulator DmlR
IFLAKNEJ_01739	CDS	603	yhjB			Putative HTH-type transcriptional regulator YhjB
IFLAKNEJ_01740	CDS	1650	treF	3.2.1.28	COG1626	Cytoplasmic trehalase
IFLAKNEJ_01741	CDS	1398				hypothetical protein
IFLAKNEJ_01742	CDS	1482	gadA	4.1.1.15	COG0076	Glutamate decarboxylase alpha
IFLAKNEJ_01743	CDS	825	gadX_2			HTH-type transcriptional regulator GadX
IFLAKNEJ_01744	CDS	729	gadW			HTH-type transcriptional regulator GadW
IFLAKNEJ_01745	CDS	282				hypothetical protein
IFLAKNEJ_01746	CDS	3114	mdtF		COG0841	Multidrug resistance protein MdtF
IFLAKNEJ_01747	CDS	1158	mdtE			Multidrug resistance protein MdtE
IFLAKNEJ_01748	CDS	279				hypothetical protein
IFLAKNEJ_01749	CDS	528	gadE			Transcriptional regulator GadE
IFLAKNEJ_01750	CDS	573	hdeD		COG3247	Protein HdeD
IFLAKNEJ_01751	CDS	333	hdeA			Acid stress chaperone HdeA
IFLAKNEJ_01752	CDS	339	hdeB			Acid stress chaperone HdeB
IFLAKNEJ_01753	CDS	648				hypothetical protein
IFLAKNEJ_01754	CDS	531	dctR		COG2771	HTH-type transcriptional regulator DctR
IFLAKNEJ_01755	CDS	567	slp_1		COG3065	Outer membrane protein Slp
IFLAKNEJ_01756	CDS	1146				hypothetical protein
IFLAKNEJ_01757	CDS	1014				hypothetical protein
IFLAKNEJ_01758	CDS	297				hypothetical protein
IFLAKNEJ_01759	CDS	426	arsC	1.20.4.1		Arsenate reductase
IFLAKNEJ_01760	CDS	1290	arsB		COG1055	Arsenical pump membrane protein
IFLAKNEJ_01761	CDS	354				hypothetical protein
IFLAKNEJ_01762	CDS	174				hypothetical protein
IFLAKNEJ_01763	CDS	1353	gor	1.8.1.7	COG1249	Glutathione reductase
IFLAKNEJ_01764	CDS	843	rlmJ	2.1.1.266	COG2961	Ribosomal RNA large subunit methyltransferase J
IFLAKNEJ_01765	CDS	2043	prlC	3.4.24.70	COG0339	Oligopeptidase A
IFLAKNEJ_01766	CDS	753	rsmJ	2.1.1.242		Ribosomal RNA small subunit methyltransferase J
IFLAKNEJ_01767	CDS	1470	dtpB		COG3104	Dipeptide and tripeptide permease B
IFLAKNEJ_01768	CDS	435	uspA		COG0589	Universal stress protein A
IFLAKNEJ_01769	CDS	336	uspB			Universal stress protein B
IFLAKNEJ_01770	CDS	1500	pitA_1		COG0306	Low-affinity inorganic phosphate transporter 1
IFLAKNEJ_01771	CDS	1203			COG2081	putative protein
IFLAKNEJ_01772	CDS	843				hypothetical protein
IFLAKNEJ_01773	CDS	2124	tnsB			Transposon Tn7 transposition protein TnsB
IFLAKNEJ_01774	CDS	1449				hypothetical protein
IFLAKNEJ_01775	CDS	1557				hypothetical protein
IFLAKNEJ_01776	CDS	927				hypothetical protein
IFLAKNEJ_01777	CDS	300				hypothetical protein
IFLAKNEJ_01778	CDS	1827				hypothetical protein
IFLAKNEJ_01779	CDS	351				hypothetical protein
IFLAKNEJ_01780	CDS	432	silE_1			Silver-binding protein SilE
IFLAKNEJ_01781	CDS	1482	cusS_2	2.7.13.3	COG0642	Sensor histidine kinase CusS
IFLAKNEJ_01782	CDS	681	cusR_2		COG0745	Transcriptional regulatory protein CusR
IFLAKNEJ_01783	CDS	1386	cusC_3		COG1538	Cation efflux system protein CusC
IFLAKNEJ_01784	CDS	354	cusF_2		COG5569	Cation efflux system protein CusF
IFLAKNEJ_01785	CDS	1293	cusB_2			Cation efflux system protein CusB
IFLAKNEJ_01786	CDS	3147	cusA_2		COG3696	Cation efflux system protein CusA
IFLAKNEJ_01787	CDS	441				hypothetical protein
IFLAKNEJ_01788	CDS	2448	silP	7.2.2.15		Silver exporting P-type ATPase
IFLAKNEJ_01789	CDS	198				hypothetical protein
IFLAKNEJ_01790	CDS	738	mepM_1	3.4.24.-	COG0739	Murein DD-endopeptidase MepM
IFLAKNEJ_01791	CDS	450	silE_2			Silver-binding protein SilE
IFLAKNEJ_01792	CDS	1818	copA_2			Copper resistance protein A
IFLAKNEJ_01793	CDS	897	copB			Copper resistance protein B
IFLAKNEJ_01794	CDS	381	pcoC		COG2372	Copper resistance protein C
IFLAKNEJ_01795	CDS	930	copD			Copper resistance protein D
IFLAKNEJ_01796	CDS	681	copR			Transcriptional activator protein CopR
IFLAKNEJ_01797	CDS	1401	sasA	2.7.-.-		Adaptive-response sensory-kinase SasA
IFLAKNEJ_01798	CDS	435	pcoE			putative copper-binding protein PcoE
IFLAKNEJ_01799	CDS	1053	yhiM			Inner membrane protein YhiM
IFLAKNEJ_01800	CDS	1086				hypothetical protein
IFLAKNEJ_01801	CDS	372				hypothetical protein
IFLAKNEJ_01802	CDS	195				hypothetical protein
IFLAKNEJ_01803	CDS	1341				hypothetical protein
IFLAKNEJ_01804	CDS	1068				hypothetical protein
IFLAKNEJ_01805	CDS	2736	rbbA		COG0842	Ribosome-associated ATPase
IFLAKNEJ_01806	CDS	1125	yhhJ		COG0842	Inner membrane transport permease YhhJ
IFLAKNEJ_01807	CDS	360				hypothetical protein
IFLAKNEJ_01808	CDS	402	nikR		COG0864	Nickel-responsive regulator
IFLAKNEJ_01809	CDS	807	nikE	7.2.2.11		Nickel import ATP-binding protein NikE
IFLAKNEJ_01810	CDS	765	nikD	7.2.2.11		Nickel import ATP-binding protein NikD
IFLAKNEJ_01811	CDS	834	nikC		COG1173	Nickel transport system permease protein NikC
IFLAKNEJ_01812	CDS	945	nikB		COG0601	Nickel transport system permease protein NikB
IFLAKNEJ_01813	CDS	1575	nikA		COG0747	Nickel-binding periplasmic protein
IFLAKNEJ_01814	CDS	588				hypothetical protein
IFLAKNEJ_01815	CDS	1050	yhhT_1		COG0628	Putative transport protein YhhT
IFLAKNEJ_01816	CDS	1251	yhhS			putative MFS-type transporter YhhS
IFLAKNEJ_01817	CDS	558				hypothetical protein
IFLAKNEJ_01818	CDS	666	yhhQ		COG1738	Queuosine precursor transporter
IFLAKNEJ_01819	CDS	246	tusA		COG0425	Sulfur carrier protein TusA
IFLAKNEJ_01820	CDS	2199	zntA	3.6.3.3		Zinc/cadmium/lead-transporting P-type ATPase
IFLAKNEJ_01821	CDS	627				hypothetical protein
IFLAKNEJ_01822	CDS	360				hypothetical protein
IFLAKNEJ_01823	CDS	270				hypothetical protein
IFLAKNEJ_01824	CDS	597	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
IFLAKNEJ_01825	CDS	1494	ftsY		COG0552	Signal recognition particle receptor FtsY
IFLAKNEJ_01826	CDS	669	ftsE		COG2884	Cell division ATP-binding protein FtsE
IFLAKNEJ_01827	CDS	1059	ftsX		COG2177	Cell division protein FtsX
IFLAKNEJ_01828	CDS	855	rpoH		COG0568	RNA polymerase sigma factor RpoH
IFLAKNEJ_01829	CDS	1104	livJ		COG0683	Leu/Ile/Val-binding protein
IFLAKNEJ_01830	CDS	384	panZ			PanD regulatory factor
IFLAKNEJ_01831	CDS	1110	livK		COG0683	Leucine-specific-binding protein
IFLAKNEJ_01832	CDS	927	livH		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
IFLAKNEJ_01833	CDS	1278				hypothetical protein
IFLAKNEJ_01834	CDS	768	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
IFLAKNEJ_01835	CDS	714	livF		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
IFLAKNEJ_01836	CDS	1317	ugpB		COG1653	sn-glycerol-3-phosphate-binding periplasmic protein UgpB
IFLAKNEJ_01837	CDS	888	ugpA		COG1175	sn-glycerol-3-phosphate transport system permease protein UgpA
IFLAKNEJ_01838	CDS	846				hypothetical protein
IFLAKNEJ_01839	CDS	1071	ugpC	7.6.2.10	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
IFLAKNEJ_01840	CDS	744	ugpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, cytoplasmic
IFLAKNEJ_01841	CDS	441	yhhA			putative protein YhhA
IFLAKNEJ_01842	CDS	1743	ggt	3.4.19.13	COG0405	Glutathione hydrolase proenzyme
IFLAKNEJ_01843	CDS	285				hypothetical protein
IFLAKNEJ_01844	CDS	156				hypothetical protein
IFLAKNEJ_01845	CDS	495				hypothetical protein
IFLAKNEJ_01846	CDS	1179				hypothetical protein
IFLAKNEJ_01847	CDS	489	aaaT	2.3.1.-	COG0454	L-amino acid N-acetyltransferase AaaT
IFLAKNEJ_01848	CDS	1038	yhhX	1.-.-.-	COG0673	putative oxidoreductase YhhX
IFLAKNEJ_01849	CDS	696	yhhW	1.13.11.24	COG1741	Quercetin 2,3-dioxygenase
IFLAKNEJ_01850	CDS	996	gntR_3			HTH-type transcriptional regulator GntR
IFLAKNEJ_01851	CDS	528	gntK_2	2.7.1.12	COG3265	Thermoresistant gluconokinase
IFLAKNEJ_01852	CDS	1341	gntU		COG2610	Low-affinity gluconate transporter
IFLAKNEJ_01853	CDS	594				hypothetical protein
IFLAKNEJ_01854	CDS	1104	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
